question,answer,enhanced_prompt,enhanced_completion,chart_type,difficulty,id,notes,original_image,source,split,task_type,verified
Rank the bottom 3 verticals by revenue.,"Retail, Finance, Tech",,"Looking at the bar chart “H2 Revenue by Vertical”, we can extract the revenue for each vertical:

- **Finance**: $6,800  
- **Manufacturing**: $10,300  
- **Tech**: $10,000  
- **Retail**: $2,300  

To rank the **bottom 3** by revenue (i.e., the three with the lowest revenues), we sort them in ascending order:

1. **Retail** — $2,300 (lowest)  
2. **Finance** — $6,800  
3. **Tech** — $10,000  

*(Note: Manufacturing is the highest at $10,300, so it’s excluded from the bottom 3.)*

---

✅ **Final Answer (Bottom 3 Ranked by Revenue, Lowest to Highest):**

1. Retail ($2,300)  
2. Finance ($6,800)  
3. Tech ($10,000)",bar,medium,syn_bar_0166__q4,"annotated bars; procedural gen (seed=42, idx=66)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0166.png,synthetic,train,rank_order,true
What was Widget E's unit total?,7700,,"Widget E's unit total was **7,700**.",bar,easy,syn_bar_0176__q1,"annotated bars; procedural gen (seed=42, idx=76)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0176.png,synthetic,train,lookup_value,true
"Between Plan and Actual, which had higher revenue for Reseller?",Plan,,"Looking at the bar chart for the **Reseller** channel:

- **Plan** revenue = **$10,300**
- **Actual** revenue = **$6,400**

Since **$10,300 > $6,400**, the **Plan** had higher revenue for Reseller.

✅ **Answer: Plan**",grouped_bar,medium,syn_grouped_0187__q3,"annotated grouped bars; procedural gen (seed=44, idx=87)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0187.png,synthetic,train,multi_series_compare,true
Would Retail and Tech combined exceed Manufacturing's revenue?,Yes,,"Let’s calculate:

- **Retail revenue**: $2,300  
- **Tech revenue**: $10,000  
→ Combined: **$2,300 + $10,000 = $12,300**

- **Manufacturing revenue**: $10,300

Now compare:

**$12,300 (Retail + Tech) > $10,300 (Manufacturing)**

✅ **Yes**, Retail and Tech combined **exceed** Manufacturing’s revenue by **$2,000**.

---

**Answer: Yes**",bar,hard,syn_bar_0166__q5,"annotated bars; procedural gen (seed=42, idx=66)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0166.png,synthetic,train,hard_multi_step,true
What was the percentage change in users between Oct and Dec?,47.4%,,"To calculate the **percentage change** in users between **October** and **December**, we use the formula:

> **Percentage Change = [(New Value - Old Value) / Old Value] × 100%**

From the chart:

- **October (Old Value)** = 13,700
- **December (New Value)** = 20,200

Now plug in the numbers:

> Percentage Change = [(20,200 - 13,700) / 13,700] × 100%  
> = [6,500 / 13,700] × 100%  
> ≈ 0.47445 × 100%  
> ≈ **47.45%**

---

✅ **Final Answer: Approximately 47.45% increase**",line,medium,syn_line_0118__q4,"annotated line; procedural gen (seed=43, idx=18, trend=up)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0118.png,synthetic,train,percent_change_ratio,true
What was the percentage change in users between Feb and Apr?,-6.7%,,"To calculate the **percentage change** in active users between **February** and **April**, we use the formula:

> **Percentage Change = [(New Value - Old Value) / Old Value] × 100%**

From the chart:
- **February (Old Value)** = 17,900
- **April (New Value)** = 16,700

Plug into the formula:

> Percentage Change = [(16,700 - 17,900) / 17,900] × 100%  
> = [(-1,200) / 17,900] × 100%  
> ≈ **-6.70%**

---

✅ **Answer: Approximately -6.70%** (a decrease of about 6.7%)",line,medium,syn_line_0106__q4,"annotated line; procedural gen (seed=43, idx=6, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0106.png,synthetic,train,percent_change_ratio,true
Signups in W7?,800,,"Based on the provided line chart titled **""Signups by Week — Q2""**, we can determine the number of signups for Week 7 (W7).

- Locate **W7** on the horizontal axis (x-axis).
- Follow the vertical grid line up to the data point on the orange line.
- The value labeled at that point is **800**.

---

✅ **Answer: 800**",line,easy,syn_line_0179__q1,"annotated line; procedural gen (seed=43, idx=79, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0179.png,synthetic,train,lookup_value,true
Was Marketplace's revenue higher in Plan or Actual?,Actual,,"Looking at the bar chart for **Marketplace**:

- **Plan (blue bar)**: $9,000  
- **Actual (orange bar)**: $11,700  

Since **$11,700 > $9,000**, **Marketplace’s revenue was higher in Actual** than in Plan.

✅ **Answer: Actual**",grouped_bar,medium,syn_grouped_0135__q3,"annotated grouped bars; procedural gen (seed=44, idx=35)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0135.png,synthetic,train,multi_series_compare,true
Did revenue increase or decrease from Q1 to Q2?,Increased,,"Revenue **increased** from Q1 to Q2.

- Q1 revenue: **$33,300**
- Q2 revenue: **$34,800**

The increase is **$1,500** ($34,800 - $33,300).

This is also visually evident from the upward slope of the line between Q1 and Q2 on the chart.",line,easy,syn_line_0137__q3,"annotated line; procedural gen (seed=43, idx=37, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0137.png,synthetic,train,trend_direction,true
Name the top 3 products in units sold.,"Widget D, Widget C, Widget A",,"Based on the bar chart “Weekly Units Sold by Product”, here are the top 3 products ranked by units sold:

1. **Widget D** – 7,600 units  
2. **Widget C** – 7,100 units  
3. **Widget A** – 2,900 units  

*(Widget F sold 2,100 units and is fourth.)*

✅ **Top 3: Widget D, Widget C, Widget A**",bar,medium,syn_bar_0104__q4,"annotated bars; procedural gen (seed=42, idx=4)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0104.png,synthetic,train,rank_order,true
List the top 3 regions by total revenue.,"APAC, EMEA, NA",,"To determine the top 3 regions by total revenue, we sum the revenues of all product tiers (Basic, Pro, Premium) for each region:

---

**NA:**
- Basic: $500 (approx — not labeled, but inferred from stack height; however, since only Pro and Premium are labeled, let’s use labeled values + estimate Basic)
Wait — actually, looking at the chart:

The labels inside the bars show:
- NA: Pro = $2900, Premium = $1300 → Basic is unlabeled but visible as small blue segment. Let’s calculate total from visual stacking.

But wait — in APAC, all three are labeled: Basic $2900, Pro $3100, Premium $3300 → Total = $9300

Similarly, EMEA: Basic $3400, Pro $1200, Premium? Not labeled, but green segment looks like ~$400? Wait — no, let’s re-express.

Actually, looking again — the numbers inside the bars are **the revenue for that segment**, not cumulative.

So:

---

**NA:**
- Basic: ~$500? But not labeled. Wait — perhaps the labeled numbers are the actual values for those segments.

Looking at APAC:
- Blue (Basic): $2900
- Orange (Pro): $3100
- Green (Premium): $3300
→ Total = 2900 + 3100 + 3300 = **$9300**

EMEA:
- Blue: $3400
- Orange: $1200
- Green: ? Not labeled, but visually about $400? Wait — total bar height is ~5200? Let’s add: 3400 + 1200 = 4600, green looks like ~600? Actually, total bar reaches ~5200, so green ≈ 600? But better to assume labeled values are exact and unlabeled must be estimated or perhaps missing.

Wait — in LATAM:
- Blue: ~$500? Not labeled
- Orange: ~$500? Not labeled
- Green: $1800 → total ~$2800? But bar goes to ~3000.

This is ambiguous.

But note: In NA, Pro=$2900, Premium=$1300, Basic is small — say $500 → total ~$4700

In LATAM: Premium=$1800, Pro and Basic small — say $500 each → total ~$2800

In EMEA: Basic=$3400, Pro=$1200, Premium=? Bar total ~5200 → Premium = 5200 - 3400 - 1200 = $600 → total = $5200

APAC: 2900+3100+3300 = $9300

Now let’s list totals:

- **APAC**: $2900 + $3100 + $3300 = **$9300**
- **EMEA**: $3400 + $1200 + $600 (estimated) = **$5200**
- **NA**: $500 (est) + $2900 + $1300 = **$4700**
- **LATAM**: $500 (est) + $500 (est) + $1800 = **$2800**

But wait — perhaps the unlabeled segments can be deduced from axis.

Alternatively, maybe the numbers shown are the only ones provided, and we should use them plus visual estimation.

But looking more carefully — in NA, the blue segment is very small — maybe $500? Similarly in LATAM.

However, there’s a better way: look at total bar heights.

From y-axis:

- NA: bar reaches ~4700 → matches 500+2900+1300
- APAC: ~9300 → matches
- LATAM: ~3000 → with Premium=1800, so Basic+Pro=1200 → say 600 each
- EMEA: ~5200 → Basic=3400, Pro=1200, so Premium=600

So totals:

1. **APAC**: $9300
2. **EMEA**: $5200
3. **NA**: $4700
4. **LATAM**: $3000

Thus, top 3 regions by total revenue:

---

✅ **Top 3 Regions by Total Revenue:**

1. **APAC** — $9,300  
2. **EMEA** — $5,200  
3. **NA** — $4,700  

*(LATAM is fourth with ~$3,000)*

---

Note: The exact value for Basic in NA and LATAM, and Premium in EMEA, were estimated based on bar heights and labeled components, but the ranking is clear from the visual totals.",stacked_bar,medium,syn_stacked_0192__q4,"annotated stacked bars; procedural gen (seed=45, idx=92)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0192.png,synthetic,train,rank_order,true
"From Sep to Oct, did revenue increase or decrease?",Decreased,,"From **September** to **October**, revenue **decreased**.

- September revenue: **$7,420**
- October revenue: **$6,980**

The difference is:  
**$7,420 - $6,980 = $440 decrease**

So, revenue **decreased by $440** from September to October.",line,easy,syn_line_0002__q3,annotated line; correct-by-construction,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0002.png,synthetic,train,trend_direction,true
Was Sales' share of budget larger than Marketing's?,Yes,,"Yes, **Sales’ share of the budget was larger than Marketing’s**.

From the pie chart:

- **Sales**: 28.9%
- **Marketing**: 23.0%

Since 28.9% > 23.0%, Sales had a larger share of the budget than Marketing.

✅ **Answer: Yes**",pie,medium,syn_pie_0154__q3,"annotated pie; procedural gen (seed=46, idx=54)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0154.png,synthetic,train,compare_categories,true
What was APAC's revenue in H2?,$5400,,"Based on the provided bar chart titled **""Revenue by Region: H1 vs H2""**, we can find APAC's revenue for H2 by looking at the orange bar (which represents H2, as indicated in the legend) for the **APAC** region.

The value labeled on top of the orange bar for APAC is **$5,400**.

---

✅ Therefore, **APAC's revenue in H2 was $5,400**.",grouped_bar,easy,syn_grouped_0197__q1,"annotated grouped bars; procedural gen (seed=44, idx=97)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0197.png,synthetic,train,lookup_value,true
"Between Jan and Feb, did users increase or decrease?",Increased,,"Between **Jan** and **Feb**, the number of active users **increased**.

- **Jan**: 27,100
- **Feb**: 28,500

That’s an increase of **1,400 users**.

✅ So, **users increased** from Jan to Feb.",line,easy,syn_line_0190__q3,"annotated line; procedural gen (seed=43, idx=90, trend=down)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0190.png,synthetic,train,trend_direction,true
"Between Startup in 2024 and Consumer in 2025, was the former higher?",Yes,,"Yes, **Startup in 2024** was higher than **Consumer in 2025**.

From the chart:

- **Startup (2024)**: $10,000  
- **Consumer (2025)**: $6,400

Since $10,000 > $6,400, **Startup in 2024 was higher**.

✅ **Answer: Yes**",grouped_bar,hard,syn_grouped_0160__q4,"annotated grouped bars; procedural gen (seed=44, idx=60)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0160.png,synthetic,train,hard_multi_step,true
What was the revenue difference between Wholesale and Partner?,$3600,,"To calculate the revenue difference between **Wholesale** and **Partner**, we subtract the Partner revenue from the Wholesale revenue:

- **Wholesale revenue**: $14,600  
- **Partner revenue**: $11,000  

**Difference** = $14,600 - $11,000 = **$3,600**

✅ **Answer: $3,600**",bar,medium,syn_bar_0167__q3,"annotated bars; procedural gen (seed=42, idx=67)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0167.png,synthetic,train,delta_absolute,true
Which department had the smallest slice of budget?,Sales,,"Looking at the pie chart titled **“Budget by Department”**, we can compare the percentages for each department:

- **Engineering**: 28.4%
- **IT**: 22.7%
- **Marketing**: 20.6%
- **Operations**: 10.6%
- **HR**: 9.2%
- **Sales**: 8.5%

The smallest percentage is **8.5%**, which corresponds to the **Sales** department.

✅ **Answer: Sales**",pie,easy,syn_pie_0149__q2,"annotated pie; procedural gen (seed=46, idx=49)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0149.png,synthetic,train,max_min,true
"In panel (b), was Greece's (GR) change in debt-to-GDP negative?",Yes,,"Yes, in panel (b), **Greece’s (GR) change in debt-to-GDP was negative**.

Looking at the scatter plot in panel (b):

- The **x-axis** represents the “Change in debt-to-GDP” (percentage points).
- Greece (GR) is located far to the **left** on the x-axis — specifically, around **-8 to -9 percentage points**, well below zero.
- This indicates that Greece experienced a **decline** in its debt-to-GDP ratio over the period Q4 2024–Q4 2025.

Additionally, note that GR also has a large **negative change in interest expenditure** (around -0.35 percentage points on the y-axis), which may reflect favorable refinancing conditions or fiscal consolidation.

✅ So, yes — **Greece’s change in debt-to-GDP was negative**.",mixed,hard,hs_0013__q2,hardset; ECB; charts11.png,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/hs_0013.png,hardset,train,compare_categories,true
"For Manufacturing, which quarter had higher revenue, Q1 or Q2?",Q1,,"Looking at the bar chart for **Manufacturing**:

- **Q1 (blue bar)**: $8,500  
- **Q2 (orange bar)**: $3,700  

Since $8,500 > $3,700, **Q1 had higher revenue** for Manufacturing.

✅ **Answer: Q1**",grouped_bar,medium,syn_grouped_0110__q3,"annotated grouped bars; procedural gen (seed=44, idx=10)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0110.png,synthetic,train,multi_series_compare,true
